Model,Link to model,Submitted,Type,# θ (B),n-shot,Average ⬆️,Agree,Agree avg_mcauroc,BB,BB acc,CCL-MC,CCL-MC acc,CCL-OPEN,CCL-OPEN exact_match,CCL-TF,CCL-TF avg_mcauroc,CCM-MC,CCM-MC acc,CCM-OPEN,CCM-OPEN exact_match,CNC-KSK,CNC-KSK word_perplexity,CCDNER,CCDNER exact_match,NQ,NQ exact_match,CNEC,CNEC exact_match,SQAD32,SQAD32 exact_match,TQA,TQA exact_match,CFR,CFR avg_mcauroc,CTK,CTK avg_mcauroc,CNC-DIAL,CNC-DIAL word_perplexity,CNC-E,CNC-E word_perplexity,CNC-F,CNC-F word_perplexity,GEC,GEC avg_mcauroc,CNC-KH,CNC-KH word_perplexity,HASG,HASG acc,HIST,HIST word_perplexity,HIST-IR,HIST-IR acc,KQA,KQA acc,P-ARG,P-ARG avg_mcauroc,P-DEMON,P-DEMON avg_mcauroc,P-EMOCE,P-EMOCE avg_mcauroc,P-FAB,P-FAB avg_mcauroc,P-LOK,P-LOK avg_mcauroc,P-LEP,P-LEP avg_mcauroc,P-NAZOR,P-NAZOR avg_mcauroc,P-REL,P-REL avg_mcauroc,P-RUS,P-RUS avg_mcauroc,P-STCH,P-STCH avg_mcauroc,P-VINA,P-VINA avg_mcauroc,P-MER,P-MER avg_mcauroc,P-ZANR,P-ZANR avg_mcauroc,S-CSFD,S-CSFD avg_mcauroc,S-FB,S-FB avg_mcauroc,S-MALL,S-MALL avg_mcauroc,SNLI,SNLI avg_mcauroc,CNC-SPK,CNC-SPK word_perplexity,SUBJ,SUBJ avg_mcauroc,UT-BIO,UT-BIO acc,UT-CHEM,UT-CHEM acc,UT-CZEL,UT-CZEL acc,UT-HIST,UT-HIST acc,UT-IT,UT-IT acc,UT-MATH,UT-MATH acc,UT-PHYS,UT-PHYS acc
microsoft/phi-4,https://huggingface.co/microsoft/phi-4,2025-01-26,chat,14.7,3,65.89556277056276,80.0,93.48980605261723,70.9090909090909,89.88636363636363,65.45454545454545,52.54237288135594,76.36363636363637,15.384615384615385,67.27272727272727,77.75243490359769,29.09090909090909,30.952380952380953,72.72727272727273,13.20754716981132,56.36363636363636,851.2413675337973,76.36363636363637,55.60956640093331,69.0909090909091,12.9880919412905,78.18181818181819,65.55432984004412,65.45454545454545,49.30826534231997,72.72727272727273,34.60682162258438,85.45454545454545,85.30208756953806,78.18181818181819,88.04997524928451,74.54545454545455,73.08732688683492,47.27272727272727,167.99917662131548,49.09090909090909,292.35457476026744,74.54545454545455,68.79357538898465,98.18181818181819,274.47279859606516,61.81818181818181,54.929296952798246,76.36363636363637,421.9067282423966,74.54545454545455,48.40142095914742,78.18181818181819,30.359355638166047,74.54545454545455,66.95363043005591,56.36363636363636,77.78330196384815,20.0,58.766132874139934,72.72727272727273,64.75630980422308,41.81818181818181,80.02487870507453,52.72727272727272,65.78199404761904,29.09090909090909,65.11109087597889,30.909090909090907,59.800998052580326,21.818181818181817,55.93313912619408,76.36363636363637,71.94450450450451,60.0,59.22549944824762,60.0,80.73305027457032,63.63636363636363,91.6024250177268,58.18181818181818,86.4540406557301,69.0909090909091,90.78175462982715,81.81818181818183,80.01331905933712,74.54545454545455,87.32154138741052,65.45454545454545,166.71707796892917,83.63636363636363,93.66434512537548,43.63636363636363,87.0,63.63636363636363,88.0,41.81818181818181,68.0,63.63636363636363,94.0,58.18181818181818,92.0,54.54545454545454,82.0,34.54545454545455,83.0
google/gemma-2-27b-it,https://huggingface.co/google/gemma-2-27b-it,2024-12-16,chat,27.2,3,60.97537878787879,92.72727272727272,95.73180874558454,80.0,92.61363636363636,80.0,57.473035439137135,41.81818181818181,8.012820512820513,81.81818181818183,86.63312462731066,5.454545454545454,26.984126984126984,72.72727272727273,13.522012578616351,67.27272727272727,751.3519260637988,23.636363636363637,28.485319852226326,58.18181818181818,10.911104957075603,52.72727272727272,57.96102224673654,7.2727272727272725,16.566158212131963,43.63636363636363,21.391041054412682,81.81818181818183,85.1703846284948,70.9090909090909,87.51896931731862,60.0,94.55145280009722,58.18181818181818,148.2691242755338,54.54545454545454,262.6072783138122,94.54545454545455,74.37172965625483,61.81818181818181,1665.434349488534,83.63636363636363,64.30989842660824,50.90909090909091,890.8740764182427,83.63636363636363,60.30195381882771,49.09090909090909,25.774473358116477,87.27272727272727,69.88870154537885,90.9090909090909,86.65080436095032,41.81818181818181,65.0245870519742,89.0909090909091,71.57145752808046,74.54545454545455,85.21474390658841,87.27272727272727,75.9233630952381,45.45454545454545,70.27820416092135,81.81818181818183,69.82412366114899,63.63636363636363,61.80605230713333,87.27272727272727,82.1708108108108,87.27272727272727,69.18400567231402,81.81818181818183,91.1422826788025,80.0,94.63696412632939,34.54545454545455,83.91487751255802,98.18181818181819,95.1516390369879,94.54545454545455,80.78587957669549,70.9090909090909,86.67283837478075,60.0,187.59087348811985,89.0909090909091,95.77112854251013,61.81818181818181,91.0,81.81818181818183,96.0,0.0,55.00000000000001,56.36363636363636,91.0,72.72727272727273,96.0,65.45454545454545,86.0,58.18181818181818,86.0
Qwen/Qwen2.5-7B,https://huggingface.co/Qwen/Qwen2.5-7B,2024-11-04,pretrained,7.62,3,55.068317099567096,41.81818181818181,79.24352644887342,52.72727272727272,84.20454545454545,52.72727272727272,46.379044684129425,40.0,6.089743589743589,60.0,74.78483402902008,43.63636363636363,33.33333333333333,69.0909090909091,11.320754716981133,41.81818181818181,1170.6835916091586,87.27272727272727,64.12599650009722,47.27272727272727,9.33259484907228,89.0909090909091,70.78507078507079,94.54545454545455,54.70024831500532,47.27272727272727,23.679757770059666,74.54545454545455,84.48161003561489,78.18181818181819,88.03837426575653,56.36363636363636,99.4279048048768,38.18181818181819,239.25612837917512,41.81818181818181,333.9517356019841,45.45454545454545,59.05715073125843,52.72727272727272,3067.6852165687465,34.54545454545455,47.69966142202748,34.54545454545455,1366.8172014906004,47.27272727272727,35.96802841918294,74.54545454545455,30.111524163568777,63.63636363636363,62.74127314273523,12.727272727272727,65.40892787385914,7.2727272727272725,54.72780940806153,41.81818181818181,60.236525920696714,40.0,80.36975415230285,10.909090909090908,56.02752976190477,7.2727272727272725,61.26735523930935,7.2727272727272725,51.354065238558924,0.0,46.03453113376724,12.727272727272727,57.638918918918925,25.454545454545453,54.788761228535336,58.18181818181818,79.91322384160861,30.909090909090907,84.39578684867847,69.0909090909091,88.07735232507497,54.54545454545454,88.90202478287628,58.18181818181818,79.34667731473594,87.27272727272727,89.5997964037083,47.27272727272727,229.05274380645582,56.36363636363636,83.68159853728613,30.909090909090907,84.0,54.54545454545454,86.0,0.0,51.0,27.27272727272727,85.0,56.36363636363636,91.0,72.72727272727273,89.0,49.09090909090909,85.0
CohereForAI/aya-23-35B,https://huggingface.co/CohereForAI/aya-23-35B,2024-09-23,chat,35.0,3,54.71455627705628,70.9090909090909,90.45006086973399,67.27272727272727,87.5,58.18181818181818,48.38212634822804,76.36363636363637,15.112540192926044,63.63636363636363,76.94593520174917,0.0,19.047619047619047,18.181818181818183,4.40251572327044,85.45454545454545,458.24597376549445,85.45454545454545,58.312269103636005,81.81818181818183,18.22714681440443,52.72727272727272,58.135686707115276,69.0909090909091,51.08194395175594,78.18181818181819,42.22994033306617,63.63636363636363,83.95009971932055,81.81818181818183,88.29897013120383,76.36363636363637,70.91692022553165,76.36363636363637,99.37368287633247,76.36363636363637,164.9960883362177,80.0,71.1488861796593,65.45454545454545,1599.8547053519483,80.0,62.37801234813782,63.63636363636363,662.9990213039615,49.09090909090909,37.211367673179396,1.8181818181818181,22.18091697645601,10.909090909090908,48.92086035797652,27.27272727272727,72.84704712525303,29.09090909090909,63.66547454623298,23.636363636363637,58.83197852814337,36.36363636363637,78.80956139997978,27.27272727272727,62.602306547619044,32.72727272727273,65.74286061173696,34.54545454545455,61.1966488153197,12.727272727272727,54.09429424413709,20.0,59.36144144144144,18.181818181818183,52.60796620579114,69.0909090909091,84.45349782135675,63.63636363636363,91.97251762304644,94.54545454545455,91.4887286328605,78.18181818181819,92.7441812752504,40.0,78.48465381331536,67.27272727272727,86.02139933677532,85.45454545454545,120.16257213002129,80.0,92.11334910049628,40.0,87.0,23.636363636363637,75.0,20.0,63.0,27.27272727272727,84.0,38.18181818181819,88.0,32.72727272727273,75.0,20.0,75.0
Qwen/Qwen2.5-7B-Instruct,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct,2024-11-04,chat,7.62,3,52.86323051948052,36.36363636363637,78.70324274213854,54.54545454545454,85.3409090909091,63.63636363636363,50.231124807396,45.45454545454545,7.6923076923076925,61.81818181818181,76.5623136553369,43.63636363636363,34.12698412698413,69.0909090909091,11.0062893081761,14.545454545454545,3670.2348198952113,54.54545454545454,45.28485319852226,32.72727272727273,6.97867626696206,65.45454545454545,61.04063246920389,50.90909090909091,45.08691025186236,38.18181818181819,19.02217472615549,70.9090909090909,84.3662324238195,60.0,85.70593532327638,29.09090909090909,131.9850389489426,27.27272727272727,315.87367206461977,29.09090909090909,603.2334729635859,63.63636363636363,64.87062027344534,36.36363636363637,4121.1473599589435,41.81818181818181,49.03405696076479,20.0,2171.848106988734,81.81818181818183,57.37122557726465,74.54545454545455,29.987608426270135,76.36363636363637,67.72334559954709,85.45454545454545,85.56589367520154,29.09090909090909,61.7584474778464,83.63636363636363,68.67184824317995,63.63636363636363,84.99055668736737,72.72727272727273,69.55580357142857,81.81818181818183,74.57332778312565,83.63636363636363,70.99308260305095,23.636363636363637,56.24689639680774,83.63636363636363,78.72468468468469,89.0909090909091,69.59282671979467,78.18181818181819,87.604983705979,30.909090909090907,84.29953623330353,38.18181818181819,84.19616790432521,58.18181818181818,89.05472128013044,52.72727272727272,79.22832323993313,83.63636363636363,88.68339907350638,36.36363636363637,306.9823897014613,63.63636363636363,86.01736462550606,32.72727272727273,84.0,58.18181818181818,87.0,3.6363636363636362,57.99999999999999,49.09090909090909,89.0,45.45454545454545,89.0,65.45454545454545,87.0,27.27272727272727,82.0
meta-llama/Llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,2024-09-23,chat,8.03,3,52.82670454545454,63.63636363636363,85.54172248869048,52.72727272727272,83.29545454545455,49.09090909090909,45.300462249614796,47.27272727272727,8.360128617363344,40.0,67.06618962432917,0.0,22.22222222222222,54.54545454545454,8.49056603773585,45.45454545454545,959.4313629378474,81.81818181818183,56.81508846976473,69.0909090909091,12.659279778393351,74.54545454545455,64.25813568670712,76.36363636363637,52.2880454061724,70.9090909090909,33.62721524623742,63.63636363636363,83.93119484499732,43.63636363636363,83.98194408506009,52.72727272727272,103.4513732608333,52.72727272727272,164.2208699572006,47.27272727272727,298.4500113190076,61.81818181818181,64.46110620647131,60.0,2495.3489171959523,52.72727272727272,51.88209520015933,52.72727272727272,825.6458912351247,65.45454545454545,41.207815275310836,3.6363636363636362,22.676579925650557,76.36363636363637,67.55627484523647,16.363636363636363,70.99062466706914,29.09090909090909,62.90545471338357,61.81818181818181,62.15410530435938,50.90909090909091,82.04884734675157,34.54545454545455,63.882998511904766,69.0909090909091,72.87921360494663,76.36363636363637,66.90705128205127,5.454545454545454,52.55952338072568,72.72727272727273,69.95171171171171,38.18181818181819,56.42030049283222,69.0909090909091,84.19800288542973,72.72727272727273,93.55186361721194,50.90909090909091,85.91590966029663,63.63636363636363,89.76177872052068,70.9090909090909,79.5961487256254,54.54545454545454,81.33135944361901,50.90909090909091,219.0498003060333,58.18181818181818,83.69981103891864,30.909090909090907,83.0,36.36363636363637,80.0,30.909090909090907,66.0,34.54545454545455,86.0,50.90909090909091,90.0,23.636363636363637,72.0,25.454545454545453,78.0
mistralai/Mixtral-8x7B-Instruct-v0.1,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,2024-09-23,chat,46.7,3,51.87770562770562,69.0909090909091,89.73307318667396,56.36363636363636,85.11363636363637,50.90909090909091,46.379044684129425,61.81818181818181,11.254019292604502,70.9090909090909,79.17213277678394,23.636363636363637,30.158730158730158,38.18181818181819,6.289308176100629,43.63636363636363,1046.3301746784919,41.81818181818181,41.33774061831616,76.36363636363637,14.81994459833795,56.36363636363636,58.99062327633756,32.72727272727273,37.850301525363605,81.81818181818183,43.14720812182741,52.72727272727272,82.88175940866496,61.81818181818181,86.15821228630077,63.63636363636363,84.58244611424242,63.63636363636363,136.2880280483584,49.09090909090909,293.7024451821287,63.63636363636363,64.89127581358632,70.9090909090909,1128.6668517810654,70.9090909090909,59.25114519020116,67.27272727272727,581.2596946683107,61.81818181818181,40.319715808170514,40.0,25.03097893432466,70.9090909090909,66.24411816589337,74.54545454545455,83.46354629070635,27.27272727272727,60.44540726016273,52.72727272727272,61.20492622544052,40.0,78.26241864266062,69.0909090909091,68.60286458333333,34.54545454545455,66.94591149153159,18.181818181818183,56.72316212268744,23.636363636363637,56.0455544988504,32.72727272727273,62.58846846846846,60.0,59.191170963344675,63.63636363636363,81.87466830770815,58.18181818181818,89.76917711541023,85.45454545454545,89.8142554000532,65.45454545454545,89.90142316258026,85.45454545454545,80.11371218138402,56.36363636363636,81.78877681999289,56.36363636363636,195.3045857157292,40.0,79.26228655152148,30.909090909090907,84.0,38.18181818181819,82.0,7.2727272727272725,61.0,27.27272727272727,84.0,43.63636363636363,89.0,41.81818181818181,77.0,25.454545454545453,76.0
mistralai/Mistral-Nemo-Instruct-2407,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,2024-09-23,chat,12.2,3,51.85132575757575,49.09090909090909,81.24084600236125,63.63636363636363,87.27272727272727,58.18181818181818,48.99845916795069,54.54545454545454,9.646302250803858,70.9090909090909,78.99199960246473,0.0,24.6031746031746,21.818181818181817,5.031446540880504,38.18181818181819,1483.6412214293832,81.81818181818183,56.91230799144468,69.0909090909091,12.770083102493073,78.18181818181819,65.35208678065821,87.27272727272727,52.855622561191915,76.36363636363637,37.98201086472526,60.0,83.61566130697004,74.54545454545455,87.79986252201056,61.81818181818181,87.32289004112222,41.81818181818181,217.4617225832435,38.18181818181819,442.2629005308382,70.9090909090909,65.98916775269406,52.72727272727272,3074.0665954624274,52.72727272727272,52.52937661820355,49.09090909090909,1119.5537021635564,67.27272727272727,44.13854351687389,29.09090909090909,24.1635687732342,50.90909090909091,57.13594164728277,43.63636363636363,76.64157107851841,25.454545454545453,60.192540564715515,74.54545454545455,65.91080652263561,67.27272727272727,84.35974402240312,40.0,64.6303943452381,45.45454545454545,70.23744482313049,60.0,64.06909282700421,3.6363636363636362,51.0825226796253,67.27272727272727,68.3837837837838,41.81818181818181,57.09863135451463,63.63636363636363,81.46405577629791,41.81818181818181,87.46742663826242,49.09090909090909,84.98362168277556,50.90909090909091,88.72489715549811,30.909090909090907,77.60791270448513,34.54545454545455,76.868491238704,43.63636363636363,268.1445345725815,67.27272727272727,88.79706681794437,40.0,87.0,34.54545454545455,80.0,0.0,53.0,36.36363636363637,87.0,47.27272727272727,89.0,20.0,72.0,27.27272727272727,80.0
speakleash/Bielik-11B-v2.3-Instruct,https://huggingface.co/speakleash/Bielik-11B-v2.3-Instruct,2024-10-05,chat,11.2,3,50.16910173160173,54.54545454545454,83.90427200215382,65.45454545454545,87.5,63.63636363636363,50.53929121725732,54.54545454545454,9.294871794871796,69.0909090909091,78.03816338700061,0.0,21.428571428571427,18.181818181818183,4.716981132075472,16.363636363636363,3546.9883033100286,52.72727272727272,44.137662842698816,40.0,8.778731653281639,58.18181818181818,59.13770913770914,54.54545454545454,46.6122738559773,54.54545454545454,29.325852702823045,70.9090909090909,84.36448097966147,70.9090909090909,87.55483334190495,16.363636363636363,189.92629555927186,23.636363636363637,390.91571510166307,20.0,789.9127690280421,43.63636363636363,58.65833345011047,40.0,3902.517086129427,56.36363636363636,52.778331009759015,25.454545454545453,2009.2311071297524,74.54545454545455,49.289520426287744,43.63636363636363,25.154894671623296,81.81818181818183,68.40834594825218,81.81818181818183,85.23385063390036,27.27272727272727,60.77150734343546,74.54545454545455,65.89909904872407,50.90909090909091,81.28790041154308,85.45454545454545,72.984375,89.0909090909091,77.36924491158692,80.0,68.36051606621227,3.6363636363636362,50.51106272756824,80.0,73.86630630630631,81.81818181818183,64.7611236774171,69.0909090909091,83.37129654725956,69.0909090909091,92.90441210465886,69.0909090909091,88.10586886037895,47.27272727272727,88.61517043324588,32.72727272727273,77.77027634271616,63.63636363636363,85.07396162351601,20.0,512.7561154501253,81.81818181818183,93.25341599190284,45.45454545454545,88.0,43.63636363636363,83.0,0.0,51.0,52.72727272727272,90.0,58.18181818181818,92.0,63.63636363636363,85.0,52.72727272727272,85.0
google/gemma-2-27b,https://huggingface.co/google/gemma-2-27b,2024-12-16,pretrained,27.2,3,47.37554112554112,87.27272727272727,94.731161038419,74.54545454545455,90.9090909090909,70.9090909090909,53.77503852080123,1.8181818181818181,0.0,80.0,85.17441860465115,32.72727272727273,30.952380952380953,70.9090909090909,12.578616352201259,81.81818181818183,529.9568942377878,0.0,0.7194244604316548,23.636363636363637,4.873996122957629,5.454545454545454,14.965986394557824,3.6363636363636362,12.309329549485632,3.6363636363636362,2.814141953869445,67.27272727272727,84.13514868035507,61.81818181818181,86.25446550501576,70.9090909090909,71.71889516469317,81.81818181818183,86.56465278187528,70.9090909090909,182.025108436155,69.0909090909091,65.66556896157098,27.27272727272727,4793.632453455357,96.36363636363636,66.51065524795857,74.54545454545455,485.22875758362613,40.0,34.01420959147424,56.36363636363636,27.01363073110285,47.27272727272727,55.38892922927974,61.81818181818181,79.6086508753862,14.545454545454545,57.52885849250053,52.72727272727272,61.45654954533064,41.81818181818181,81.48545071147662,69.0909090909091,68.6171875,65.45454545454545,72.45102375315452,72.72727272727273,65.68281402142162,0.0,47.8120106498418,58.18181818181818,67.27495495495496,69.0909090909091,61.179601639778106,50.90909090909091,75.49817329328587,60.0,90.87012246890326,60.0,86.7381178131191,70.9090909090909,91.528787625154,63.63636363636363,79.3933728991461,65.45454545454545,85.14759116299749,9.090909090909092,1547.481861442734,85.45454545454545,94.0406092872535,54.54545454545454,90.0,74.54545454545455,94.0,1.8181818181818181,55.00000000000001,47.27272727272727,89.0,58.18181818181818,93.0,52.72727272727272,82.0,47.27272727272727,84.0
NousResearch/Hermes-3-Llama-3.1-8B,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-8B,2024-09-23,chat,8.03,3,45.70684523809524,58.18181818181818,84.51564733698221,45.45454545454545,80.3409090909091,43.63636363636363,42.68104776579353,56.36363636363636,9.646302250803858,49.09090909090909,70.53543033194197,0.0,23.809523809523807,38.18181818181819,6.289308176100629,32.72727272727273,1715.1804396469888,65.45454545454545,51.58467820338324,50.90909090909091,9.916897506925208,63.63636363636363,60.461481890053314,63.63636363636363,48.56332032635686,58.18181818181818,30.839789829904714,50.90909090909091,82.37839517724201,41.81818181818181,83.51226539039664,36.36363636363637,124.09560475767444,30.909090909090907,283.9549025159126,34.54545454545455,474.09913258892624,72.72727272727273,66.49293965424626,45.45454545454545,3428.761807960029,52.72727272727272,51.94184425413264,36.36363636363637,1295.3395476954852,65.45454545454545,42.00710479573712,0.0,20.44609665427509,54.54545454545454,57.71438182795301,18.181818181818183,71.47270854788877,27.27272727272727,61.80815057735756,70.9090909090909,63.95059096532491,50.90909090909091,80.8832916025652,60.0,67.26116071428572,60.0,71.52006313361257,60.0,64.4788623823434,10.909090909090908,53.56632036287472,69.0909090909091,68.92612612612614,29.09090909090909,54.99098721232729,69.0909090909091,83.83136433820204,60.0,90.17108176789522,74.54545454545455,88.64983534020708,54.54545454545454,88.90850791528749,50.90909090909091,79.05499899542278,61.81818181818181,85.01979148827245,40.0,295.2288500098038,52.72727272727272,80.78484148491577,32.72727272727273,84.0,34.54545454545455,80.0,7.2727272727272725,61.0,27.27272727272727,84.0,27.27272727272727,84.0,12.727272727272727,67.0,20.0,74.0
CohereForAI/aya-expanse-8b,https://huggingface.co/CohereForAI/aya-expanse-8b,2024-12-17,chat,8.03,3,45.478896103896105,63.63636363636363,85.13811402259633,54.54545454545454,84.77272727272728,38.18181818181819,41.44838212634823,52.72727272727272,9.294871794871796,54.54545454545454,73.95423375074539,18.181818181818183,30.158730158730158,12.727272727272727,3.459119496855346,47.27272727272727,951.0852201446877,52.72727272727272,44.60431654676259,72.72727272727273,13.680420936028801,45.45454545454545,54.23791138076852,83.63636363636363,52.71372827243703,60.0,31.516608780835337,52.72727272727272,82.88674634991237,67.27272727272727,86.96146560304742,41.81818181818181,112.77354552599591,47.27272727272727,168.23788833249426,54.54545454545454,263.15214463701267,67.27272727272727,65.14791459387247,27.27272727272727,5396.8562588529,69.0909090909091,57.86695877315275,40.0,1216.4535349739342,29.09090909090909,32.149200710479576,3.6363636363636362,23.04832713754647,58.18181818181818,58.8451093087845,38.18181818181819,76.11953549486843,29.09090909090909,63.3405326046922,9.090909090909092,56.500793312411325,38.18181818181819,79.65922575811706,18.181818181818183,59.84170386904763,14.545454545454545,62.06302954618379,7.2727272727272725,51.62741398896462,16.363636363636363,55.12358544413299,20.0,59.17405405405405,10.909090909090908,51.185893114829405,52.72727272727272,77.94970063293445,69.0909090909091,92.7009368953788,90.9090909090909,91.0860622317935,70.9090909090909,91.50489323312753,78.18181818181819,79.8909731030117,72.72727272727273,86.92417311524528,58.18181818181818,190.3070871530951,72.72727272727273,90.07903307431108,27.27272727272727,81.0,10.909090909090908,71.0,21.818181818181817,63.0,27.27272727272727,83.0,29.09090909090909,85.0,9.090909090909092,65.0,25.454545454545453,78.0
meta-llama/Llama-3-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,2024-09-23,chat,8.03,3,44.61377164502164,67.27272727272727,86.70661966032046,49.09090909090909,81.70454545454545,45.45454545454545,43.451463790446844,41.81818181818181,7.07395498392283,45.45454545454545,67.73504273504274,0.0,17.46031746031746,32.72727272727273,5.9748427672955975,30.909090909090907,1757.8195037596768,72.72727272727273,54.92902974917363,60.0,10.77562326869806,54.54545454545454,58.82515168229454,69.0909090909091,50.86910251862362,61.81818181818181,32.14890016920474,49.09090909090909,81.89693966160343,40.0,82.79822216157079,29.09090909090909,131.60144283361583,34.54545454545455,262.60990573282334,36.36363636363637,464.21822996706516,56.36363636363636,62.39366507382651,40.0,3877.419814772024,34.54545454545455,47.97849034056961,38.18181818181819,1290.4305273062503,52.72727272727272,37.56660746003552,0.0,22.428748451053284,69.0909090909091,65.08775060613146,43.63636363636363,76.61404879434639,29.09090909090909,62.11298003176681,69.0909090909091,63.21179693998084,50.90909090909091,80.51552199953028,76.36363636363637,70.12313988095238,61.81818181818181,72.06814614390649,47.27272727272727,62.88846965271016,0.0,49.73195526644993,58.18181818181818,67.21261261261262,23.636363636363637,54.47131636632363,60.0,80.29825295475214,60.0,91.44359206070666,63.63636363636363,87.1340262924598,47.27272727272727,88.61701807724151,63.63636363636363,79.38415808357028,45.45454545454545,78.24815611159711,34.54545454545455,317.83193992956325,56.36363636363636,83.57426211309912,30.909090909090907,82.0,20.0,74.0,20.0,64.0,25.454545454545453,82.0,29.09090909090909,84.0,20.0,71.0,21.818181818181817,75.0
meta-llama/Llama-3.1-8B,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B,2024-09-23,pretrained,8.03,3,44.16260822510822,43.63636363636363,80.55900756908596,40.0,77.5,34.54545454545455,38.82896764252696,50.90909090909091,9.003215434083602,36.36363636363637,65.86960842774796,0.0,21.428571428571427,40.0,6.289308176100629,69.0909090909091,716.3197013920343,61.81818181818181,47.30701924946529,61.81818181818181,11.689750692520775,65.45454545454545,60.911932340503775,72.72727272727273,51.64952110677545,72.72727272727273,34.882892510463975,32.72727272727273,78.24413034796414,32.72727272727273,77.05157169955838,70.9090909090909,74.2052456106713,65.45454545454545,127.63347813692879,67.27272727272727,217.77196893260543,38.18181818181819,57.84148204201174,67.27272727272727,1561.2177303898093,54.54545454545454,52.38996215893248,65.45454545454545,590.5030492093704,34.54545454545455,32.59325044404973,0.0,20.322180916976457,34.54545454545455,54.00846737966598,65.45454545454545,80.98387726836891,5.454545454545454,55.02825020941972,63.63636363636363,62.392273766172046,25.454545454545453,75.84684029900825,29.09090909090909,63.45033482142857,74.54545454545455,73.69266592085751,41.81818181818181,62.08465189873418,3.6363636363636362,51.81038844461533,56.36363636363636,66.47063063063064,21.818181818181817,54.20280519895542,41.81818181818181,72.73743341589933,47.27272727272727,87.9968125155854,87.27272727272727,89.93560001522374,27.27272727272727,84.9460093234641,54.54545454545454,79.25138904356234,30.909090909090907,73.5313270547151,70.9090909090909,159.2670081205767,29.09090909090909,70.30640365841712,30.909090909090907,83.0,23.636363636363637,75.0,18.181818181818183,63.0,23.636363636363637,81.0,27.27272727272727,83.0,7.2727272727272725,64.0,25.454545454545453,76.0
